#{"t_start": 1763544255.1246347, "env_id": "None"}
r,l,t
87.63697,61,1942.159225
38.310352,170,1942.419743
-143.52309,463,1942.505969
82.22921,52,1942.522404
58.203903,181,1942.529474
64.53476,183,1942.54686
-35.0933,273,1942.607285
-478.53796,135,1942.661863
94.488235,113,1942.661915
114.24967,80,1942.692653
196.74768,42,1942.760554
202.23021,33,1942.79515
193.45866,30,1942.899601
146.17409,57,1943.74455
185.61179,48,1943.817852
45.708435,120,1943.909337
117.030624,45,1943.934467
141.24225,72,1943.958891
95.49574,65,1943.99307
177.94637,47,1944.061935
179.80273,40,1944.220368
169.96738,51,1944.352522
-150.61314,298,1944.49449
135.03929,163,1944.592628
185.26079,34,1944.642981
-677.6788,677,1944.674494
-0.4587163,175,1944.730814
137.28926,36,1944.785268
-118.652985,461,1944.901492
117.19264,95,1944.989779
37.589134,186,1945.033066
171.67792,39,1945.039855
158.81564,70,1945.200315
-607.0839,458,1945.267243
193.45937,31,1945.281528
129.34953,38,1945.344392
58.401928,177,1945.352077
163.38123,55,1945.438434
114.14818,66,1945.446227
98.84133,217,1945.502746
138.27777,40,1945.589797
141.10828,124,1945.58984
8.516484,203,1945.622762
177.8149,48,1945.670524
168.48044,58,1945.670586
145.17276,49,1945.834402
156.23953,35,1945.872958
187.96439,74,1945.947403
105.37304,68,1945.981594
177.74509,33,1946.127567
85.98772,77,1946.193435
144.22873,73,1946.193479
137.20174,102,1946.305183
152.25958,44,1946.330329
124.57715,72,1946.397215
61.74424,95,1946.42167
97.52486,104,1946.492307
176.0785,47,1946.501811
87.99326,78,1946.564271
-362.78427,30,1946.571933
152.0696,37,1946.606315
93.91915,61,1946.681029
172.61841,35,1946.696247
143.70738,60,1946.866155
82.51844,85,1946.866203
131.95328,40,1946.883323
169.27565,38,1946.904409
166.70625,34,1947.14246
66.20767,73,1947.142507
112.83426,40,1947.194383
185.49542,37,1947.201119
137.95941,90,1947.208276
158.89995,47,1947.266881
2.3921165,337,1947.477373
188.64339,36,1947.484148
50.963886,148,1947.663823
182.59798,62,1947.687324
187.70868,35,1947.754132
116.66305,78,1947.754191
164.76627,39,1947.778609
-221.50014,472,1947.811815
70.38068,81,1947.828611
105.03652,77,1947.868689
-92.95836,320,1947.888077
50.406246,166,1947.987352
151.33173,39,1948.049606
189.93126,39,1948.06916
121.19132,35,1948.08223
173.98102,34,1948.109269
128.60939,57,1948.116752
97.46788,54,1948.157655
132.24535,50,1948.178349
159.34782,49,1948.23615
150.19983,31,1948.357644
178.12135,33,1948.364243
158.89105,45,1948.423118
199.7,34,1948.437894
128.23088,51,1948.455578
130.7418,41,1948.695249
-814.49554,624,1949.573495
118.81278,70,1949.619701
171.48225,98,1949.637251
122.63592,83,1949.637293
175.20377,33,1949.793578
147.4139,69,1949.836976
-66.08376,295,1949.847012
124.16846,70,1949.86261
184.6056,33,1949.929782
-77.3836,270,1950.1323
34.25303,67,1950.173505
166.79529,40,1950.196957
143.9557,38,1950.206125
136.95044,61,1950.339453
-111.624825,609,1950.384369
192.92107,33,1950.47717
58.732635,100,1950.491582
107.26467,44,1950.499644
175.19139,47,1950.562529
124.67523,45,1950.575787
-452.6312,78,1950.588807
196.7822,31,1950.622975
42.164875,169,1950.673782
194.99698,32,1950.727725
73.84963,136,1950.787558
-559.8669,254,1950.870032
-723.60583,1141,1951.038205
-69.59419,325,1951.097223
132.09734,50,1951.105453
121.95823,49,1951.15931
166.54387,47,1951.22964
-936.062,1600,1951.252046
165.54723,99,1951.336809
89.39293,105,1951.399854
197.22635,53,1951.417824
118.80717,127,1951.446383
-422.74936,49,1951.45512
49.1887,147,1951.455162
108.895515,125,1951.51747
176.36803,57,1951.525581
172.61502,33,1951.582061
129.49335,52,1951.607799
107.17545,71,1951.688687
44.16369,149,1951.688728
157.81654,50,1951.820868
178.03508,50,1951.827852
-15.938987,179,1951.844736
120.19113,37,1951.863519
117.8653,55,1951.871844
122.96642,37,1951.88716
116.91584,174,1951.985315
205.89561,28,1952.04765
152.76558,36,1952.117047
159.299,33,1952.133612
165.79231,101,1952.192992
196.6465,27,1952.200663
166.40218,46,1952.21946
99.449455,46,1952.253341
177.20357,30,1952.289714
181.04318,54,1952.297507
146.19547,103,1952.320844
186.50812,28,1952.344448
192.94646,34,1952.559372
167.23814,31,1952.567438
127.41927,57,1952.667362
99.91055,70,1952.740832
149.16043,63,1952.75002
119.334236,71,1952.899952
134.80832,92,1952.923947
107.73937,40,1952.981296
162.76184,72,1953.126871
139.72379,110,1953.166296
149.32736,36,1953.189761
113.5537,137,1953.224569
128.38695,66,1953.459027
149.5821,96,1953.521617
74.208755,262,1953.589983
152.68289,58,1953.651285
-73.71391,315,1953.710217
138.12172,32,1953.710264
146.60316,74,1953.718074
93.805534,150,1953.94243
198.5557,34,1953.985348
120.2109,59,1953.993271
132.56808,42,1953.993329
184.65627,38,1954.029805
79.10036,102,1954.044203
128.64705,74,1954.323361
145.09393,40,1954.362142
96.9375,173,1955.406947
147.73337,35,1955.476719
138.3368,82,1955.498488
94.596436,79,1955.520557
39.850746,213,1955.539861
133.79193,87,1955.539902
27.623354,383,1955.57808
193.66338,28,1955.626805
98.83186,153,1955.664724
164.59775,69,1955.702401
-428.60516,408,1955.779648
18.611137,119,1955.786527
170.43663,40,1955.821635
156.9614,35,1955.821683
190.15092,29,1955.862453
-337.04364,43,1955.890271
136.14528,42,1955.917653
96.91801,56,1955.977782
120.439964,37,1956.108049
91.36329,57,1956.213313
190.41579,34,1956.221598
50.745792,118,1956.396744
121.66462,76,1956.40462
151.0,109,1956.626658
74.91946,128,1956.69422
73.83974,81,1956.728452
143.08691,139,1956.929937
125.19982,106,1957.034269
23.83632,161,1957.148036
76.190384,68,1957.212463
-391.6881,78,1957.219054
149.32732,49,1957.295877
130.43347,49,1957.408397
87.71952,132,1957.418009
-32.99137,157,1957.434263
129.36334,38,1957.519321
155.45631,33,1957.570332
-153.28172,265,1957.736258
131.55188,66,1957.755697
155.62157,46,1957.814477
111.84351,63,1958.019616
117.40453,76,1958.019665
163.87503,33,1958.06912
140.31857,175,1958.101003
145.3514,34,1958.34259
67.99394,55,1958.463502
145.06488,62,1958.471566
157.73354,82,1958.620973
160.9553,43,1958.663181
125.71201,145,1958.891608
-407.61093,57,1958.960001
81.312706,178,1958.980359
125.95579,71,1959.081578
141.28755,55,1959.162304
65.79144,261,1959.239009
14.511228,228,1959.257685
192.53998,31,1959.42824
15.551181,229,1959.617723
-915.9999,1130,1959.708792
138.5848,84,1959.851454
102.49289,70,1959.898972
-24.905323,431,1959.919951
143.91391,59,1960.002811
149.77272,34,1960.241589
137.69519,61,1960.296473
150.3233,43,1960.307358
159.21881,80,1960.387351
122.649635,125,1960.445753
111.9976,64,1960.465245
171.68808,49,1960.476406
200.84074,27,1961.65057
155.6261,36,1961.659767
150.7722,39,1961.8391
66.3972,241,1961.875605
174.7681,47,1961.927986
185.83517,31,1961.947834
122.52883,68,1961.957837
-190.92368,615,1962.049418
92.50482,65,1962.081543
166.06989,39,1962.224635
107.63152,111,1962.313768
139.44409,57,1962.489433
130.5778,37,1962.542234
137.7408,75,1962.566333
-1698.8853,1140,1962.65732
120.73778,86,1962.715658
140.07523,35,1962.771387
28.29159,305,1962.795312
188.70671,28,1962.897579
199.92815,34,1962.997261
185.13612,32,1963.037997
-1202.9174,1475,1963.128496
95.32785,71,1963.155673
190.77547,36,1963.200413
91.70566,136,1963.220088
41.774048,115,1963.274623
180.02895,38,1963.312951
112.29697,49,1963.438528
173.93408,34,1963.472743
97.73909,49,1963.531405
-183.96371,396,1963.53145
174.1076,33,1963.54051
136.5806,53,1963.588668
-72.47984,413,1963.60532
91.83342,233,1963.674645
113.079346,47,1963.691505
65.60955,209,1963.706225
142.78482,37,1963.738857
165.38632,65,1963.738906
168.34113,36,1963.767388
128.20354,39,1963.859545
106.86586,130,1963.868021
164.93497,35,1963.895014
200.33762,30,1963.939028
104.74095,58,1963.998786
200.03358,35,1964.020171
161.28357,64,1964.040459
-497.84903,238,1964.05646
111.929794,60,1964.064476
-374.80304,29,1964.080322
184.1512,31,1964.126601
147.38301,46,1964.23019
144.12883,37,1964.359082
-8.455791,224,1964.35913
120.61145,83,1964.367251
142.1146,53,1964.41994
175.07768,61,1964.419988
148.89964,51,1964.453808
84.29817,53,1964.489433
172.86551,35,1964.646071
-411.436,121,1964.706835
132.70076,37,1964.778925
131.13774,56,1964.808858
168.33928,49,1964.844016
157.28621,74,1964.959241
167.2071,40,1964.95931
196.63022,29,1965.005923
98.10143,83,1965.075687
61.486347,131,1965.116189
83.04768,55,1965.131129
138.92136,56,1965.50182
-482.65842,182,1965.51888
44.108223,67,1965.543164
183.0675,53,1965.554763
82.6262,161,1965.56292
183.88707,50,1965.581364
-476.60822,177,1965.597802
125.48063,54,1965.631249
76.24486,150,1965.676022
-1069.9298,1367,1965.740306
152.26083,34,1965.863747
127.50652,44,1965.919423
178.49394,52,1966.058513
175.02179,48,1966.058562
151.74011,63,1966.116792
175.49135,72,1966.132901
184.93578,30,1966.162495
119.83146,73,1966.180293
88.92812,54,1966.210043
186.54372,33,1966.332844
124.373184,73,1966.473454
71.388245,176,1966.482798
111.85812,46,1966.498857
-752.83466,344,1966.538901
91.98756,50,1966.546552
102.54168,106,1966.579648
153.31084,51,1966.587905
165.26865,43,1966.686923
184.95245,31,1966.738184
130.9866,82,1967.68984
89.9849,48,1967.723746
130.12251,57,1967.770939
149.38503,55,1967.869094
142.72539,41,1967.909103
142.68442,140,1968.050827
124.651115,47,1968.079322
-466.91544,135,1968.159036
-709.1214,429,1968.167439
192.34828,36,1968.167478
162.1492,55,1968.182307
148.68657,105,1968.240332
101.33756,44,1968.275749
-12.713495,313,1968.292892
131.85487,119,1968.368157
129.76297,106,1968.400265
161.90683,45,1968.429654
128.8056,35,1968.46253
126.13884,86,1968.493634
125.67701,142,1968.598054
95.61566,48,1968.63749
125.75734,69,1968.653455
159.88634,61,1968.661259
166.92181,48,1968.687188
160.83058,38,1968.709979
-68.810394,361,1968.717853
-383.71088,33,1968.756729
153.57004,59,1968.850733
149.85085,37,1968.977404
125.3596,98,1968.985507
68.193634,69,1969.049618
141.76436,50,1969.113783
156.82738,55,1969.154284
108.96138,94,1969.315281
140.84045,74,1969.327116
141.74864,126,1969.3541
179.70427,35,1969.42012
146.34352,50,1969.431726
121.00076,73,1969.514974
163.83946,77,1969.52748
205.07466,31,1969.728501
157.20401,51,1969.786465
98.9912,59,1969.786514
166.77222,36,1969.835696
166.50867,41,1969.84695
100.853386,48,1969.891845
141.77328,53,1970.018183
147.02592,48,1970.036631
151.69815,35,1970.07618
131.79718,42,1970.203182
78.398994,97,1970.21604
194.82852,27,1970.282414
-1602.544,1600,1970.312967
86.36787,55,1970.333519
133.95255,82,1970.362581
129.39952,53,1970.372086
168.77573,37,1970.43612
-398.447,134,1970.468598
169.10681,34,1970.533913
195.65009,29,1970.562975
132.75229,64,1970.665856
176.69221,34,1970.705653
172.31941,58,1970.890417
195.8765,27,1970.943643
101.1582,113,1970.964997
144.32643,42,1971.001714
146.03706,69,1971.058765
-95.3138,279,1971.079124
135.41805,65,1971.100374
137.59828,66,1971.139254
169.66005,92,1971.139301
110.5583,44,1971.157948
129.51694,93,1971.27018
155.7825,40,1971.350979
109.85154,153,1971.420075
162.31631,34,1971.502268
32.28989,275,1971.623232
130.624,63,1971.682432
-141.60255,562,1971.694961
206.30203,31,1971.722919
140.72343,53,1971.793776
126.2555,85,1971.841131
88.37598,79,1971.919609
99.88932,105,1971.940861
163.68536,34,1971.960112
186.30315,68,1972.155106
120.67103,50,1972.176373
176.53854,37,1972.274234
164.3472,36,1972.303124
95.05738,54,1972.313069
132.45358,41,1972.333619
148.37306,73,1972.429825
183.82637,33,1972.475188
109.330986,84,1972.490844
117.56573,123,1972.536068
128.10556,33,1972.574895
130.5375,34,1972.632939
115.97475,47,1972.727974
126.909775,65,1972.758137
172.71605,33,1972.802056
-344.08258,42,1972.837831
-424.60336,52,1972.993391
-229.5949,432,1972.993453
147.17296,64,1972.993461
180.92303,32,1973.06075
171.86397,31,1973.085902
142.12819,93,1973.203385
148.20499,55,1973.210679
174.89104,28,1973.239433
134.5367,74,1973.336791
-359.0404,44,1973.371283
156.85052,33,1973.371337
152.84291,92,1973.398905
165.87747,50,1973.487078
192.50009,40,1974.907421
162.58488,52,1975.023108
161.3725,38,1975.060911
160.12471,49,1975.148043
134.54967,53,1975.148093
164.78886,36,1975.208076
69.0797,70,1975.349659
184.22989,41,1975.357
184.96681,32,1975.663688
138.95406,65,1975.788114
133.7767,73,1975.798048
104.51365,173,1975.857723
155.22342,38,1975.983047
-877.95013,411,1976.132649
191.36638,29,1976.228942
140.25531,101,1976.257403
169.9524,36,1976.551281
35.003445,170,1976.624459
107.92822,74,1976.744518
163.39433,115,1976.767116
-488.67276,273,1976.926366
81.472466,131,1976.950674
114.75435,96,1977.016322
64.78159,68,1977.101874
118.84805,66,1977.147404
-113.19021,539,1977.18665
-97.74348,466,1977.203128
165.16507,40,1977.261442
129.10855,45,1977.277173
-105.82537,548,1977.284924
176.93256,43,1977.354481
104.01931,84,1977.411518
192.26187,29,1977.419562
198.69978,32,1977.460413
-185.73997,632,1977.4932
166.15672,92,1977.501554
159.35439,32,1977.553609
121.06166,34,1977.676398
108.884995,51,1977.684317
119.85217,43,1977.692436
148.76242,57,1977.717169
174.98265,45,1977.852375
174.22493,33,1977.970484
161.50912,65,1978.045296
99.224335,52,1978.086757
157.67117,37,1978.132643
123.39341,88,1978.180228
-62.479595,411,1978.256572
166.96028,49,1978.368792
177.71382,35,1978.420926
160.28067,36,1978.470716
-467.17612,172,1978.50987
151.27454,34,1978.527846
152.57507,114,1978.600198
74.795525,164,1978.711443
-355.33963,749,1978.742383
132.56668,36,1978.801369
149.36147,65,1978.970984
94.964264,116,1979.008862
183.79454,59,1979.059644
183.5465,33,1979.067782
137.9871,74,1979.094195
83.2712,152,1979.270419
141.03226,57,1979.540236
-90.820465,306,1979.547326
143.47726,67,1979.572614
10.643562,271,1979.635103
102.66357,114,1979.681217
132.63963,163,1979.742953
179.96216,33,1979.825936
84.6778,98,1979.86696
122.58492,35,1979.945105
92.49442,53,1979.956731
116.72093,50,1980.89859
130.87172,99,1980.948259
134.6908,36,1980.997514
138.21425,134,1981.069219
-320.95755,805,1981.18562
-529.91833,197,1981.195266
168.99106,55,1981.350631
170.24988,31,1981.428632
-50.668114,275,1981.455864
100.67528,61,1981.490822
106.802986,87,1981.528304
101.89575,145,1981.583534
131.23175,52,1981.603517
-360.66605,85,1981.640474
193.23581,31,1981.716081
187.90839,27,1981.716126
-88.88373,396,1981.739804
-421.42734,712,1981.755232
117.74072,63,1981.863599
139.26227,47,1981.989614
140.81233,36,1982.007602
122.30391,37,1982.015469
181.59805,36,1982.029672
157.95825,54,1982.07808
184.92097,71,1982.10676
96.12076,66,1982.124242
179.39719,32,1982.272927
194.56697,65,1982.37404
159.34276,81,1982.39776
176.8876,51,1982.419001
136.39459,50,1982.479091
144.77972,76,1982.699963
98.226166,93,1982.715088
117.236694,53,1982.816855
96.60881,54,1982.840632
102.16942,72,1982.848946
177.93327,30,1982.954713
148.11322,77,1982.979299
162.58244,90,1983.159228
11.989097,323,1983.173881
161.41072,46,1983.290466
142.08568,63,1983.305387
-725.582,327,1983.415287
177.33707,35,1983.434468
-384.466,80,1983.442473
173.51495,87,1983.470862
146.33275,35,1983.581309
71.77915,194,1983.618673
167.44287,38,1983.716255
131.45226,98,1983.72782
188.5607,32,1983.727861
201.46439,27,1983.843437
-49.54388,357,1983.884058
197.97404,28,1983.972615
182.1832,69,1984.021879
152.19975,34,1984.030184
171.05286,35,1984.038804
200.38551,37,1984.178775
131.14345,89,1984.200068
111.63855,129,1984.21607
173.08446,33,1984.248684
182.38884,29,1984.265272
174.76031,31,1984.297358
180.00256,35,1984.323669
156.80637,32,1984.474606
118.42444,109,1984.49843
169.23914,27,1984.539849
163.64024,33,1984.563074
155.94377,55,1984.609688
106.068565,46,1984.627151
156.99701,113,1984.807707
137.74173,36,1984.835955
140.28583,76,1984.843999
157.76775,52,1984.878661
99.7427,208,1984.975335
-201.38574,660,1985.11613
152.25475,51,1985.189305
75.71239,133,1985.225868
149.31877,35,1985.233927
102.60091,90,1985.317108
139.69225,94,1985.33022
196.91629,65,1985.33935
192.09303,76,1985.460315
85.579834,131,1985.506637
153.69098,40,1985.553498
134.64597,43,1985.674114
177.76054,35,1985.734505
179.13187,33,1985.800491
143.68039,67,1987.257993
78.73363,142,1987.350646
181.50528,39,1987.386598
155.96854,34,1987.40868
78.51104,53,1987.630968
65.28555,98,1987.680165
111.0767,140,1987.702842
132.85341,39,1987.711025
88.19245,55,1987.81463
-78.75296,479,1987.892839
-627.7926,256,1987.94099
131.51918,78,1987.964816
170.61473,45,1988.074152
180.73076,63,1988.138846
-358.78293,26,1988.145511
152.10622,37,1988.182398
83.8935,72,1988.278074
192.75235,28,1988.412086
141.42012,38,1988.446931
110.39556,54,1988.514313
98.76156,164,1988.559392
132.05792,114,1988.606346
70.2251,269,1988.686413
109.05603,61,1988.783839
184.55539,32,1988.821243
154.5621,92,1989.217716
51.55222,140,1989.346133
-65.996315,330,1989.511221
78.67663,104,1989.607395
174.50801,82,1989.60746
163.8202,34,1989.652783
94.74839,80,1989.652848
-334.43085,944,1990.025071
196.40265,29,1990.025115
108.72646,51,1990.044245
191.86024,30,1990.063087
164.20932,33,1990.063137
165.5194,36,1990.122249
108.90086,152,1990.296758
212.21335,30,1990.314466
-53.008705,412,1990.334756
165.69681,36,1990.373239
180.45135,38,1990.412268
163.11446,31,1990.422328
60.67627,198,1990.548916
61.065407,300,1990.701914
168.31273,68,1990.721996
140.4974,48,1990.760324
110.22012,64,1990.951529
207.18793,27,1990.984779
61.39047,260,1991.03451
69.64641,84,1991.124077
144.64098,39,1991.134229
104.0141,77,1991.156857
114.40494,74,1991.258359
129.83185,97,1991.305881
164.22635,33,1991.347221
190.26285,25,1991.398706
-1200.2374,1600,1991.47791
154.34981,73,1991.669278
143.71733,59,1991.67949
170.2089,31,1991.679544
127.464005,59,1991.690587
122.71301,113,1991.778319
-193.22466,399,1991.816396
123.32384,56,1991.878038
148.81131,67,1991.950726
148.39647,75,1991.981872
98.9238,163,1991.993978
178.99945,31,1992.004546
72.94029,114,1992.051431
171.42867,70,1992.154101
-346.46985,50,1992.164622
123.87977,76,1992.419927
141.21237,57,1992.689607
143.15938,81,1992.734821
115.930725,112,1992.817379
-569.34436,1088,1992.855436
113.119286,112,1992.855487
159.125,50,1993.922502
147.5096,85,1993.96498
163.92278,41,1994.012796
91.79117,70,1994.129565
129.82518,144,1994.204821
114.81747,175,1994.229232
-504.6264,167,1994.308094
117.1236,48,1994.308142
122.72441,54,1994.393108
-360.51392,29,1994.433938
108.077614,99,1994.47144
162.9678,33,1994.565759
132.62059,55,1994.565809
155.55786,71,1994.573496
167.60646,32,1994.648392
194.76784,29,1994.698867
134.3345,41,1994.754784
36.20375,247,1994.868844
169.53635,40,1994.948649
146.66582,36,1994.969794
191.49031,29,1995.089183
69.03579,107,1995.126123
56.919914,131,1995.253798
166.28868,44,1995.292874
75.96215,95,1995.301144
43.113476,301,1995.308752
205.75539,30,1995.332672
-104.25155,341,1995.373147
-405.1608,122,1995.50883
-12.08518,335,1995.528085
141.84917,32,1995.576291
198.37787,28,1995.584164
99.00863,47,1995.657712
115.76954,55,1995.682264
126.60252,143,1995.682311
125.225136,57,1995.757852
-363.2838,31,1995.836692
92.371956,71,1995.860987
67.175255,57,1995.967391
117.49552,50,1995.984101
199.18608,30,1996.067015
98.3592,145,1996.101431
121.990654,42,1996.17626
161.41267,34,1996.238546
183.43024,67,1996.281431
193.0102,28,1996.329973
139.97083,42,1996.408998
94.70952,67,1996.723499
115.924706,71,1996.809657
121.33501,150,1996.872311
123.28634,158,1996.912647
190.71872,67,1996.933414
-30.509098,435,1997.088531
118.30636,52,1997.149663
-1188.1708,1600,1997.17399
99.28996,51,1997.357738
-32.26303,219,1997.437994
160.52313,57,1997.605492
130.671,73,1997.685156
153.8628,105,1997.733197
179.6268,36,1997.733243
84.03564,138,1997.922035
45.64498,77,1997.970185
139.27339,49,1997.989368
175.61725,50,1998.110107
105.15206,164,1998.202628
149.95267,50,1998.300193
-82.157814,380,1998.54642
148.08301,106,1998.546466
112.58203,77,1998.585165
82.711464,49,1998.604433
109.96599,66,1998.62866
26.30457,197,1998.716591
146.75896,56,1998.740696
196.83945,36,1998.908838
149.72475,37,1998.958384
191.24707,37,1998.997189
112.6071,37,1999.124385
-366.60605,25,1999.172307
150.84273,38,1999.241138
93.4583,65,1999.358335
154.73682,43,1999.380438
136.24207,43,1999.506738
143.75574,41,1999.533303
167.73297,36,1999.550029
28.041786,185,1999.550074
190.74545,28,1999.783115
183.84258,31,1999.783162
-120.18126,422,1999.848676
147.10179,45,1999.961308
206.26138,28,2000.110039
170.77592,38,2000.136345
195.5889,27,2000.222179
54.097435,95,2000.248657
111.98244,85,2000.345775
191.26102,32,2000.421197
164.5415,34,2000.465247
134.37311,38,2000.610138
-1.7397277,224,2000.620231
51.350334,162,2000.857845
-226.0055,537,2000.886852
139.55107,47,2001.057347
-258.0042,704,2001.075155
168.38474,37,2001.20155
98.68071,96,2001.373851
-24.148823,418,2001.394791
84.56193,128,2001.441524
188.6098,29,2001.488097
173.58908,104,2001.605651
42.912743,199,2001.675545
96.414925,69,2001.731288
104.24749,48,2001.862437
129.15001,59,2001.950564
141.37097,54,2002.388805
122.7478,159,2002.421276
152.41507,93,2002.508598
28.685944,226,2002.521988
119.0164,135,2002.867093
102.24669,116,2002.994714
153.06004,49,2003.049664
158.55548,49,2003.178807
83.90916,61,2003.3215
120.20897,123,2003.370553
117.92989,53,2003.583329
155.49605,31,2003.616953
122.08833,68,2003.884834
172.47113,30,2003.934237
-153.91417,342,2003.969272
41.715057,212,2003.992392
-87.15086,302,2004.265565
129.63274,40,2004.36525
117.8531,51,2004.381785
149.47539,55,2004.45019
106.10415,68,2004.574665
65.08764,106,2004.591685
121.863495,36,2004.674229
87.58715,150,2004.759751
-403.79175,50,2004.767776
-355.6386,26,2004.814091
-1615.3956,1600,2004.891188
-451.01892,257,2005.125725
18.377861,210,2005.164922
192.159,57,2005.164967
137.00143,49,2005.290037
-1690.1825,1600,2005.313297
134.95549,46,2005.359586
113.40853,72,2005.377503
146.29376,68,2005.470826
101.65589,79,2005.526426
104.3169,51,2005.573641
107.3544,66,2005.663885
148.76015,61,2005.663929
126.76912,139,2005.702672
134.58652,47,2005.765442
78.26522,70,2005.893432
143.34528,39,2005.900193
114.75839,56,2005.974632
-368.20593,26,2006.083917
125.73725,51,2006.102481
151.20238,79,2006.110911
124.54252,61,2006.259048
137.89688,87,2006.358424
165.22993,38,2006.426171
-329.2883,47,2006.473166
150.55142,34,2006.526674
161.36902,33,2006.688326
114.91814,76,2006.723894
160.96988,32,2006.734026
164.56763,50,2006.769508
122.91506,54,2007.130879
96.480896,54,2007.171805
200.05539,56,2007.21668
160.4423,40,2007.484699
126.41331,91,2007.493059
73.73857,196,2007.514719
50.5509,193,2007.585757
-3.535195,257,2007.797673
173.82286,68,2007.835765
178.57933,59,2008.014145
143.65495,36,2008.102481
60.79328,82,2008.18259
109.27682,50,2008.404272
177.95699,42,2008.428575
30.654093,239,2008.514082
77.0067,98,2008.594494
183.27464,32,2008.662972
-74.6803,414,2008.759693
-350.57645,47,2008.768152
-1395.8302,1600,2008.849694
-271.40094,451,2008.978796
155.27576,40,2008.98797
159.75145,50,2009.158136
-361.434,26,2009.203079
205.24995,31,2009.235959
90.294395,86,2009.310483
175.5334,61,2009.355621
-265.7181,760,2009.600917
132.76973,49,2009.641084
-510.45084,200,2010.004918
96.74041,54,2010.004977
133.72655,74,2010.07264
171.2952,34,2010.072687
20.638245,280,2010.093713
80.7535,166,2010.093758
210.99757,34,2010.308315
-1730.8716,1600,2010.347365
183.85326,36,2010.389009
164.79843,50,2011.218287
179.35222,48,2011.25927
180.99571,27,2011.393878
105.9884,68,2011.456695
173.41985,30,2011.482137
137.26193,43,2011.49888
-29.625814,366,2011.538361
-367.31097,29,2011.636902
91.87165,66,2011.645158
182.9397,35,2011.762748
143.57799,38,2011.762794
171.65973,34,2011.772708
192.56743,32,2011.89169
201.37447,32,2012.003577
123.05454,71,2012.081917
199.79042,35,2012.156801
115.074356,75,2012.331689
88.02829,150,2012.435157
-598.02496,276,2012.435199
178.12892,30,2012.569296
202.26382,50,2012.829742
50.973175,253,2012.891089
115.39272,117,2013.031493
-145.67303,336,2013.050045
154.25853,77,2013.096942
152.75111,31,2013.125681
182.34798,30,2013.173597
-470.40555,178,2013.182339
27.95022,194,2013.182378
105.94277,51,2013.45566
-33.31061,178,2013.60663
-22.164698,381,2013.65282
75.77348,88,2013.767048
-2424.5486,1600,2013.829409
131.86673,53,2014.104882
165.75185,41,2014.122482
133.5239,152,2014.395902
164.46599,34,2014.395956
96.39909,150,2014.433751
118.44789,87,2014.560692
-451.0721,121,2014.618569
165.42583,75,2014.727204
54.158905,261,2014.734076
184.68661,30,2014.813714
155.3051,36,2014.922318
61.465057,226,2014.970524
188.49078,29,2014.989368
166.14177,44,2015.119164
160.38196,97,2015.189337
196.19818,28,2015.215622
103.116776,52,2015.236794
120.38487,113,2015.319194
178.95404,31,2015.431812
80.64262,256,2015.555515
119.1742,45,2015.588768
124.87441,51,2015.613488
153.70769,41,2015.636101
41.090195,316,2015.775057
182.34293,32,2015.823802
195.0823,28,2015.84971
45.911003,68,2015.972511
77.43929,129,2015.998052
-35.421406,357,2016.102326
62.781704,65,2016.172264
193.29819,31,2016.246696
131.3926,57,2017.151604
125.226654,91,2017.182639
161.90265,42,2017.202632
-1594.5261,1600,2017.210354
196.9169,28,2017.397961
160.9161,44,2017.536231
32.706356,225,2017.599698
109.40776,81,2017.637608
92.67022,79,2017.680888
160.20837,35,2017.691473
93.73522,59,2017.702422
92.15687,146,2017.83213
189.00668,37,2018.013638
96.13531,50,2018.101604
134.53792,56,2018.111089
140.75056,46,2018.228445
100.549866,98,2018.414434
189.5927,52,2018.578066
172.58899,43,2018.61026
186.5732,34,2018.701251
63.868572,126,2018.791107
126.44388,92,2018.82526
-375.34998,30,2018.849518
131.92493,40,2018.999622
165.94884,37,2019.057973
195.96051,28,2019.066431
105.92489,169,2019.107237
193.41808,32,2019.327217
191.80336,35,2019.345274
-949.26904,1600,2019.502473
57.656178,86,2019.640191
-412.47418,1079,2019.651361
168.80737,87,2019.669128
109.74104,67,2019.729764
103.81013,41,2019.743873
-48.09628,453,2019.871315
9.3182,193,2019.871359
-369.99976,29,2019.906833
149.80501,39,2020.003384
-160.05164,333,2020.062163
185.53195,29,2020.16932
-159.7009,338,2020.271892
117.810715,79,2020.282553
104.827835,51,2020.396581
157.45177,38,2020.396628
137.52275,36,2020.537711
150.0827,75,2020.693039
78.68112,103,2020.702416
152.881,62,2020.711082
187.0541,30,2020.711132
107.547325,49,2020.794497
132.45993,56,2020.85285
186.66219,31,2021.158599
166.16919,48,2021.190374
133.07805,61,2021.310966
106.17625,195,2021.311015
67.54637,163,2021.377597
-53.026302,248,2021.413549
87.24818,105,2021.457515
182.39253,31,2021.468236
69.56212,111,2021.651307
176.21536,33,2021.781164
161.36598,37,2021.811257
116.76832,77,2022.120582
84.13347,74,2022.130854
145.6987,36,2022.130914
-328.63864,48,2022.279643
189.0951,35,2022.459966
-1068.6648,1093,2022.469774
139.05354,39,2022.509144
71.34883,138,2022.666036
62.39939,198,2022.666086
28.844177,296,2022.677632
-2719.5764,1600,2022.940655
114.08262,80,2022.964153
187.32262,28,2023.435119
133.14732,76,2023.464585
169.30707,33,2023.486999
