#{"t_start": 1763544255.1246347, "env_id": "None"}
r,l,t
41.93685,239,608.126281
181.73936,38,608.159511
-9.776813,400,609.171136
-55.42459,251,609.257015
-349.9282,52,609.661275
95.31535,205,609.721244
-98.246826,346,610.017081
109.467255,129,610.146775
-1840.4197,1542,610.231807
151.88048,38,610.5232
-171.62607,501,610.553808
76.19666,106,610.833235
81.80667,235,611.579923
91.91405,133,611.643756
-1293.1051,1600,611.735177
48.662724,210,611.837347
164.16042,66,612.267385
103.11973,56,612.289479
175.40433,46,612.907172
92.618904,192,613.567037
-517.1033,682,614.002924
-2860.1936,1600,614.307613
-378.7139,50,614.41188
138.29161,68,614.842251
156.69312,75,615.000073
121.20278,42,615.174513
11.78774,219,615.463589
-1062.9836,1600,615.641263
172.1678,31,615.706609
-2424.4429,1600,615.966234
-64.48532,454,616.395926
-1678.288,1229,616.4845
-883.0816,435,616.571363
-393.8086,84,616.595149
-2141.9888,1338,616.657475
-376.51706,672,617.4021
-430.0757,766,617.441309
-1573.5879,1600,617.702324
167.67526,35,620.693973
174.85841,36,620.990818
-2933.8855,1600,621.038406
7.3435388,287,621.340851
83.54768,156,621.371469
89.048584,81,621.665508
-863.24066,438,621.819124
-1310.751,1600,622.062765
133.05458,71,622.239528
-751.24036,399,622.438361
-1015.611,453,622.964957
78.602745,204,623.021329
-389.04922,714,623.354189
42.383293,181,623.537879
13.551519,220,623.602957
205.1357,37,623.65051
82.25745,85,623.70924
84.04551,205,623.910215
118.804375,40,623.99027
150.89287,104,624.897409
57.789978,212,625.555162
-267.61246,355,625.555216
-745.1896,952,625.7132
-2039.9791,1600,625.905357
-107.92606,240,627.106664
-386.24615,33,627.382573
-1639.5327,1581,627.581193
154.89052,37,627.664551
-28.018826,150,627.847444
172.68591,77,628.234978
-497.3602,226,628.274225
117.92907,77,628.421721
-957.64734,1024,628.643568
-386.01337,32,628.667028
111.33557,88,628.958835
-411.375,49,629.048851
124.12204,41,629.343985
-740.58344,1156,629.536277
68.77427,184,629.643502
126.83941,124,629.900535
151.1212,96,630.087875
-427.25214,793,630.397186
-1595.8967,1424,630.740719
-729.1001,1117,631.009628
49.192608,173,631.263633
34.360428,338,631.263705
64.027214,110,631.281008
-396.46527,829,631.425095
146.29042,53,631.441419
128.55788,36,631.731872
-382.52792,136,633.164065
-1585.7607,594,633.623429
-971.7816,947,633.633787
133.81715,48,633.666203
75.477516,153,634.073274
14.223115,184,634.347963
-450.19623,810,634.488926
106.881996,108,635.08438
140.3808,92,635.352645
-462.6822,995,635.568452
14.058337,196,635.578419
-736.9797,204,635.617522
-1132.8378,1600,635.818274
190.68112,32,635.910205
186.56413,39,635.937231
-379.25684,56,636.096051
-182.53575,382,636.74197
123.71638,56,637.253745
-981.9246,1600,637.271177
-45.78167,320,637.330306
167.16016,39,637.665815
-393.38168,49,637.685651
11.744261,261,638.228331
-1288.3153,838,638.379061
148.15016,41,638.683747
-700.5045,363,640.719877
-383.14395,956,640.740712
164.86679,65,640.753961
33.30877,127,640.761841
141.4461,56,641.178014
24.653902,253,641.201272
-343.4868,43,641.535909
64.64434,173,642.071301
-430.96945,732,643.056266
-1338.9576,1600,643.077428
159.85248,47,643.459404
157.37625,85,643.819679
-116.88415,429,644.258894
-27.550404,269,644.393673
-1416.9265,1104,644.700109
84.94649,161,644.789505
118.79462,54,644.815488
-378.6999,38,645.088442
-2289.5144,1440,645.257398
-298.09964,842,647.19671
-383.1397,68,647.339884
-321.25452,830,647.448953
100.46075,159,647.607476
185.0824,64,647.843009
125.70825,88,648.133484
35.71318,245,648.165005
142.16528,67,648.350301
65.224014,224,648.374929
-196.29282,726,648.589062
-886.49207,1188,648.647334
-769.28796,397,648.902945
161.62395,103,648.920203
-427.94376,246,649.090397
133.13432,33,649.158339
-1509.4286,1600,649.197485
-1401.3513,1600,649.344562
155.01361,46,649.496249
6.671598,173,649.965105
163.77728,95,650.068502
168.05513,155,650.100931
-387.05484,31,650.310178
60.624733,195,650.985705
3.731095,352,651.02467
195.8776,27,651.175652
-1357.2721,1600,651.175721
136.13017,123,651.221179
-711.57385,1172,651.488875
139.5816,52,651.557682
-606.0971,332,651.576926
28.200802,329,651.660581
154.9387,31,651.993482
-169.47351,415,651.993532
191.05475,29,652.081825
-977.65094,1600,652.135858
187.79285,38,652.236812
64.31559,104,652.281348
-407.53094,46,652.353119
-344.44705,50,652.382407
133.89357,90,652.536361
-1118.4839,895,652.546528
-67.010796,288,652.555534
98.11139,78,652.844156
-573.6074,93,652.859754
144.80809,59,653.01467
-712.99274,249,653.207786
-233.82219,640,653.314821
-1.261997,430,653.523807
102.51736,161,653.542139
39.256355,95,653.61784
56.0489,186,654.232559
135.0188,64,654.275077
78.21282,97,654.633977
-359.22833,48,654.72809
-1571.8804,1411,654.82983
28.931904,231,655.477755
180.5432,33,655.783432
99.88178,147,656.192284
-6.704119,446,656.503147
2.829157,492,656.572976
-79.229164,444,656.675617
17.62815,426,657.386557
-44.779385,123,657.574266
151.48494,37,658.503708
-504.78943,281,659.023709
-12.480657,246,659.084726
126.48253,63,659.627308
76.26586,111,659.987768
-283.9147,363,660.657295
107.35403,102,660.960329
-36.65994,372,661.679082
-1241.1025,736,662.1204
-890.5915,1600,662.286638
-417.85162,929,662.286719
-156.96622,558,662.330806
188.48083,28,662.51522
188.94682,30,662.565861
139.01309,34,662.565912
122.87868,78,662.794434
190.85919,29,662.804109
168.64915,36,662.867093
-1259.429,1600,663.094362
172.0966,75,663.446564
157.12158,27,663.718179
-936.69684,1055,665.335213
58.837704,105,666.465101
-574.4178,399,666.772169
-445.34665,40,666.928044
178.58057,29,667.115011
-101.49525,368,667.226449
-1155.667,1600,667.245583
179.13704,33,667.438208
-804.8509,449,667.646949
-1054.9027,464,667.777412
167.88136,93,668.061351
-624.1613,416,668.282045
-1346.5933,1600,668.29448
165.55434,48,668.532504
-2072.9841,1600,668.895265
-874.4927,814,669.098287
-425.82156,975,669.37234
89.61782,190,669.650576
119.40102,117,669.817545
-1201.7723,1600,670.101781
4.049955,318,670.185281
144.16495,42,670.216967
151.90973,31,670.440996
57.41675,132,670.485809
-570.48083,276,670.517797
38.248703,213,670.675549
-1178.3802,1600,670.697922
-982.9412,1241,670.838763
-362.50748,46,672.600091
163.66206,36,672.69717
179.44844,34,672.867591
194.9036,25,672.896999
-1321.766,1078,673.162614
85.457695,118,673.191653
119.7349,147,673.198684
46.945183,114,673.401409
122.728485,64,673.762179
112.30349,152,674.914786
-294.92038,583,675.117049
-218.12524,423,675.573308
68.553635,185,675.589738
99.09908,60,675.589784
-37.08551,251,675.589793
173.9741,35,675.865475
-7.102901,255,675.948461
-61.77451,392,676.287435
182.71837,72,676.375169
151.96788,87,676.557531
75.5432,115,676.855861
139.14594,140,677.592478
147.2645,42,678.023997
-689.7558,416,678.477407
-594.9011,319,678.657142
169.26173,34,679.149064
-113.79048,208,679.361058
-29.035072,245,681.34863
164.5709,53,681.749009
-240.66925,740,682.049546
130.15381,68,682.135841
-2076.4756,1600,682.509953
-225.73627,680,682.595408
188.09534,36,683.016235
127.73243,71,683.026698
-61.80662,239,683.036333
-384.31406,29,683.386118
-140.25879,483,683.97495
160.80305,112,684.22224
104.95932,126,684.348299
144.79008,57,684.89915
-594.2655,953,684.990022
54.17692,105,685.148733
130.4648,35,685.349401
137.08743,33,685.549627
121.19328,124,686.424613
120.78009,202,686.713496
115.03346,104,686.715092
143.40398,50,687.086531
162.94151,41,687.272411
152.18318,50,687.381638
168.48378,86,688.332189
-1439.8752,1600,691.694821
-401.18817,38,695.67345
163.0925,45,696.151428
97.726814,56,696.345625
-587.07794,1552,696.432538
144.91266,36,696.541267
71.191216,136,697.823508
-1395.7985,1600,697.824312
-2268.093,1600,698.453579
-922.614,733,698.623859
108.38782,223,699.038106
110.082115,120,701.729323
-328.83426,908,706.58198
-729.1383,978,706.798759
98.73509,187,706.811963
132.90295,68,706.825278
-924.0737,547,707.05595
76.56694,165,712.100812
164.9839,73,713.466644
-171.4838,518,714.259249
-75.8539,332,714.43548
173.51237,30,721.831176
37.663845,253,738.590781
167.18768,46,738.910359
-704.5839,1589,738.989563
12.238011,273,739.108362
-1057.5228,1600,739.646231
-520.07007,189,739.881235
-268.35648,878,740.226482
99.84201,155,741.155605
146.58917,47,741.77147
36.71233,144,741.820281
14.0054655,226,742.047123
-2452.2021,1600,742.30627
-872.50256,338,742.792864
-879.7245,1230,742.835544
164.5256,37,743.34868
-1146.6755,1600,743.359049
21.261621,227,743.396027
-1150.8766,1559,743.495912
217.80254,24,743.632824
73.39581,98,743.706601
-995.9716,669,744.276423
158.75264,55,744.276496
-518.8817,801,744.30072
103.013,185,744.335123
145.86214,38,744.721398
158.39957,44,744.785853
191.21745,34,745.118302
175.6354,41,745.270707
-8.777426,223,745.554989
144.3131,39,745.726245
126.827736,74,745.985137
-117.07783,539,746.169403
-739.24475,579,746.204986
141.09735,35,746.392601
116.02112,126,749.428538
-373.3882,620,749.756553
38.288143,379,750.012143
171.99635,63,750.092082
149.2057,43,750.225472
-466.78528,167,750.33179
142.82759,34,750.739305
59.580536,141,751.887523
-626.46106,312,752.152011
91.59902,75,752.79205
-112.470764,439,753.118406
99.8104,241,753.850348
-973.16974,1302,754.832779
-133.54793,620,754.871667
85.88604,111,756.454021
85.48538,106,757.01733
-680.3226,1416,757.553845
-685.77515,957,757.816999
185.50371,85,757.975031
135.05988,133,758.012791
140.31367,190,758.18996
164.48128,65,758.238545
171.62569,37,759.98135
164.03125,79,760.060103
149.29805,72,760.207652
177.10056,30,760.422545
172.82365,31,760.488356
-1134.374,1039,761.367065
125.49222,90,761.488827
143.30002,44,761.791104
-411.87,50,762.268603
-362.91595,760,762.343699
-406.97772,45,762.715003
-105.78527,334,763.198509
-715.44824,714,763.632166
-597.99854,1262,763.697096
-59.39327,349,763.83528
100.85679,85,764.486063
-92.18492,409,764.552079
177.31454,38,764.876139
-167.77669,305,765.586418
-503.9762,889,765.698021
-1178.3966,1600,765.845701
-1594.6937,1450,766.456894
139.93163,46,766.683292
168.64156,31,766.712615
73.96822,113,767.05855
109.89419,54,767.132486
-91.093834,339,767.205826
-1032.2726,1600,767.221747
170.5362,70,767.229616
152.32555,43,767.395663
103.725136,71,767.778569
-838.3192,657,768.513315
-411.25372,1109,768.595964
196.94429,31,768.831049
-409.54,797,768.901387
-1590.3829,1600,768.989076
-195.01071,470,769.04298
122.95163,66,769.400792
129.0025,86,769.642816
-13.181138,253,769.709721
-358.38022,47,770.000912
-1141.3009,1600,770.129446
136.22403,64,770.46876
-63.151062,444,770.602115
-440.92255,242,770.680585
136.77188,39,770.790562
92.62714,89,770.823878
200.99907,29,770.916147
-444.11612,893,770.969028
145.36368,42,771.43205
155.36165,36,771.439879
93.01884,200,771.439927
111.11712,46,771.804964
-1338.2251,845,771.866483
188.56119,28,772.084072
-1526.2902,648,772.5807
160.62302,32,772.816545
78.16957,200,772.988918
-1039.9958,753,773.152937
-21.697407,179,773.225512
-520.5161,303,773.389824
208.6184,32,773.500132
109.75643,61,773.525394
-1128.8246,1572,773.776281
-469.9589,208,773.783808
108.05083,48,773.909089
133.10765,58,774.028979
-292.21796,869,774.235346
170.38011,34,774.322615
-29.676609,184,774.412102
-39.09965,451,774.700145
147.98373,149,775.053564
136.62616,47,775.086948
136.45198,40,775.418095
97.11911,50,775.462906
-1215.2839,846,775.483336
45.829884,224,775.654864
207.9496,30,775.723502
195.2254,39,775.995247
130.1677,42,776.080801
158.51826,47,776.434844
105.81181,71,778.213681
66.22965,162,778.376352
162.5028,32,778.451395
-422.52258,48,778.471606
-120.14177,449,778.533016
207.90178,30,778.758916
-1270.7391,1600,778.878333
-93.63375,472,778.914887
125.95902,65,779.266177
182.83649,90,779.644422
-2483.4487,1479,779.658834
-311.821,827,779.826871
132.07542,67,779.837694
160.64801,38,780.010679
143.28754,32,780.120802
157.37108,41,780.351776
145.5985,67,780.41582
-279.94153,548,780.458452
-847.0567,438,780.69067
-477.01123,135,780.813161
-1099.9414,618,781.151353
-572.67883,1248,781.377232
-414.78827,138,781.516543
172.34981,47,781.532146
164.81769,45,781.88695
-1139.3959,446,782.192008
129.1133,76,782.216212
-860.08545,446,782.22517
-890.61914,252,782.281388
-400.02896,812,782.334589
8.327215,112,782.35788
38.492123,215,782.554633
181.087,29,782.631788
143.30096,72,782.877608
133.4731,37,782.968747
188.1793,30,783.132049
186.01933,35,783.251562
108.347946,143,785.086166
173.82654,81,785.687286
-1229.3613,1600,785.77922
-141.58887,245,785.808784
95.09475,96,786.825363
182.29462,35,787.187001
-163.42323,577,787.454051
-331.76407,583,787.588585
182.75378,46,787.916371
-909.6563,1600,787.925128
154.85573,43,788.339958
119.885345,66,788.604926
178.5632,33,788.908266
131.00787,71,789.030635
-114.461006,520,789.067095
-108.38304,533,789.134625
188.48734,26,789.290825
81.995186,185,789.401284
-34.78587,380,789.549096
-672.255,1353,789.665498
-722.15845,495,789.731021
164.30087,98,789.873362
131.82234,75,790.087826
-17.278158,93,790.142042
-144.73364,639,790.361872
101.0102,158,790.848213
138.69466,70,790.95606
5.7443624,246,792.202825
136.7149,102,793.233288
111.96239,168,793.504769
-539.52734,930,793.610983
-150.86696,288,793.6551
191.88747,63,793.726769
195.39166,29,794.009285
-142.82266,499,794.576333
-454.5402,112,794.6516
68.97321,141,794.742649
-34.75999,349,795.005308
107.4287,98,795.504017
-1500.177,1600,795.53331
145.28838,44,795.873133
-1577.4774,1600,796.107966
56.944,71,796.57792
166.94077,49,796.590431
-5.711458,228,796.816753
-60.949883,330,796.985355
-399.2826,29,797.073687
95.35759,67,797.1934
-708.6989,425,797.482258
116.62323,222,797.528538
135.11346,82,797.748074
154.3258,71,798.612812
-849.83093,1600,799.055446
-563.8163,1266,799.369798
-80.50398,462,799.89901
56.360252,291,800.315306
164.94553,75,800.446252
113.5886,150,800.460496
-50.853344,278,800.523861
101.82484,70,801.004525
-511.80447,318,801.150477
-507.18173,330,801.175894
147.15875,45,801.346934
-1340.8127,1600,801.354737
160.54283,42,801.463321
-365.9632,56,801.589061
-259.6853,725,801.595979
-1974.0231,1438,801.647356
146.58894,46,801.69642
61.923344,79,801.944297
114.843704,53,802.055231
164.13472,57,802.561765
101.050316,137,802.570524
35.729965,288,802.730147
151.25005,41,802.910328
192.4939,28,802.985818
-33.669518,210,806.600523
-129.35143,513,806.633845
-176.5821,383,806.815338
-1346.478,1600,806.982287
-1814.7485,1600,807.03345
-1230.3141,1600,807.148208
-2068.034,1600,807.357922
103.316124,73,807.377612
176.03433,52,807.741637
-429.96854,88,807.811954
-343.96686,870,807.866804
55.938908,176,807.951679
127.871544,38,808.1692
-327.39877,45,808.169254
128.92223,65,808.448627
39.25337,218,808.699557
131.01091,42,808.770344
-315.8896,822,808.78622
71.44148,98,808.921215
88.265854,109,809.009992
-1.1188501,284,809.171931
154.26505,52,809.193928
182.0771,66,809.215247
-164.92238,735,809.402252
165.23189,87,809.58724
66.84316,107,809.596041
-378.4668,56,810.042297
-286.7114,832,810.16715
205.09229,25,810.23849
168.14146,33,810.423367
132.33855,46,810.963249
-210.87093,386,811.109834
-233.52502,782,811.436143
-3.1559188,248,811.463692
122.83457,93,811.507569
86.10547,56,811.539633
-0.4265941,225,811.711648
175.8452,35,811.980209
-575.58765,349,812.084014
-398.24234,82,812.098206
-2159.2034,1600,812.506913
-207.09656,757,812.841722
91.57534,121,813.005946
-631.5641,194,813.028016
89.200485,233,813.220879
-3594.0083,1600,813.267085
-305.25986,484,813.315817
-440.99734,104,813.825864
-287.62622,323,813.98275
91.91747,96,814.050796
5.513909,270,814.157114
44.08488,246,814.367682
176.76773,33,814.614881
85.910515,86,814.807979
46.37512,214,814.85142
-1240.6418,674,814.951293
118.200676,130,815.030495
-22.221153,401,815.030547
100.693665,239,815.085913
51.27183,168,815.094164
-1526.6228,1318,815.176649
144.05829,41,815.393106
-388.25253,52,815.416462
-418.81897,53,815.42485
-380.52338,27,818.361485
-609.1684,242,818.576303
16.564878,182,819.012751
104.911446,241,819.230592
-605.1262,112,819.269533
-1544.8488,1600,819.562539
5.316498,125,820.00959
-186.622,235,820.047058
-377.783,29,820.30656
0.31171355,335,820.597735
170.75775,49,820.690887
-386.14215,635,820.704699
115.3259,181,820.734666
-711.2832,291,820.902502
126.22635,71,821.24397
-1183.8883,981,821.312258
149.3204,59,821.6849
-409.1798,199,822.248907
159.88329,67,822.764512
-1454.6715,1600,822.868052
-977.8459,663,824.043986
-364.3128,1431,824.094801
35.77839,231,824.180712
-874.10944,1028,824.262983
-357.81134,48,824.55494
-13.877862,442,824.690107
-124.63149,440,824.781245
88.55202,125,825.067761
-502.05283,623,825.117975
190.06583,34,825.324246
81.08325,202,826.246362
81.592735,155,826.313333
-31.402163,295,826.33246
173.36981,35,826.535533
-130.69304,405,826.7434
-222.16814,802,826.988629
110.063736,85,827.045245
-80.33568,459,827.083858
-6.9046583,374,827.210833
185.28467,39,827.290935
64.25197,153,827.551148
-847.2141,1193,827.591543
133.03047,61,827.762573
126.30246,73,827.770082
161.36653,39,828.092947
134.05762,141,828.659626
125.78489,139,828.682793
-1006.17346,1320,829.716988
-60.56089,462,829.816369
71.277885,95,830.550227
-606.5748,237,830.758904
-1222.4459,697,830.848172
61.73634,188,830.974537
-332.24734,40,831.068422
146.52042,49,831.340279
-0.38142645,354,831.340328
121.917046,79,831.453359
-1696.2955,1600,831.730654
137.78242,53,831.745281
152.30287,65,831.835436
87.692406,168,832.329988
50.667103,123,832.378407
95.42496,109,832.551914
-1799.1179,1600,833.220296
-365.06848,513,833.411073
-215.9181,412,833.677134
191.53458,48,833.786576
163.92613,75,833.794675
-414.06476,843,833.906526
-12.032506,272,833.914339
-26.775688,292,836.83154
-584.4461,107,836.993802
-904.8169,1600,837.091711
-111.41329,431,837.312852
145.02773,46,837.445689
-1104.498,1600,837.508429
-646.68146,402,837.752126
158.92143,60,837.793007
75.46673,115,837.906033
156.364,65,838.035518
136.66083,32,838.052449
157.68965,83,838.416806
122.03035,124,838.438043
193.97684,70,838.461096
-87.989426,327,838.621625
-59.616573,333,838.675889
-571.57587,879,838.767913
178.99564,30,838.988723
134.1451,43,839.319252
89.112114,98,839.409464
141.21695,42,839.642078
44.82068,213,839.699388
57.71273,178,840.006263
172.413,62,840.154819
-1876.6241,1600,840.335425
156.2557,121,841.092902
127.84563,66,841.59689
-40.899612,323,843.770652
-1666.0936,1600,843.812978
-212.73163,496,843.821477
-750.7956,698,843.846378
-1173.2407,1600,844.107078
-1640.9186,1600,844.149046
169.38515,43,844.168371
142.32616,67,844.337796
-481.05035,1020,844.346879
184.68436,61,844.36526
93.44006,159,844.43449
181.48659,70,844.705838
126.37289,72,845.007158
112.53307,89,845.057384
180.50789,70,845.250251
-692.45746,446,845.402481
139.35202,100,845.809351
182.54308,69,845.91091
-71.33784,314,846.579469
-928.9928,293,846.603835
18.56964,316,846.615154
34.420315,218,846.642454
-682.9538,912,846.688771
175.84364,30,846.874389
28.034775,252,847.116504
-1.2945979,142,847.65678
148.19385,150,847.725215
-903.3334,475,847.960975
46.04716,191,848.839806
-1267.1882,614,849.352881
-18.680624,247,849.359796
-148.85988,464,850.113452
-1073.2228,1600,850.68289
1.6876519,314,850.86528
-2226.1716,1600,850.91221
178.76495,55,851.260844
107.4231,253,851.260925
184.81863,31,851.484619
-58.834064,120,851.783192
-407.76556,72,852.031089
-1302.6434,1474,852.125307
160.29631,51,852.175352
95.79627,49,852.402765
149.24667,47,852.490868
14.191734,167,852.520117
-124.37356,555,852.725115
-425.97867,60,852.933886
-892.42566,1600,853.050073
-379.51453,29,853.148234
17.151278,334,853.169524
52.699024,150,853.29418
197.2686,30,853.376176
166.60461,44,855.104701
-104.32044,471,855.111244
155.92795,45,855.187878
-796.5085,1491,855.224105
-1421.5693,1572,855.288339
140.85606,46,855.467155
76.80861,168,855.475013
124.52023,77,855.730814
-23.736229,253,855.817521
166.87532,40,856.105551
-334.97797,705,856.151521
62.37889,72,856.670378
-7.2832503,173,856.806617
167.9851,41,856.983778
-916.49176,286,857.440509
54.71578,294,857.556249
179.76306,48,857.914217
-4.0675206,324,858.180238
140.05219,44,858.232813
120.271385,46,858.596477
-258.52014,689,862.634695
-1473.2948,771,862.717201
-949.8334,1600,863.219574
-287.79718,773,863.489434
59.136944,104,863.520482
-44.856407,262,863.52794
205.92836,35,863.783324
185.52489,37,863.836877
96.81663,154,864.020183
144.87761,45,864.140055
-1138.0303,1600,864.256052
-1760.7051,1600,864.521011
64.979866,62,864.979585
-1432.0902,1600,865.332977
-1325.2908,1600,865.393741
-232.46208,977,865.599979
-1.1339941,250,865.714714
-16.289822,363,866.016303
115.64502,263,866.21524
155.69518,55,866.635279
-562.70935,209,866.917857
-355.3475,1131,867.042792
156.96292,67,867.162646
152.43451,36,867.200139
-49.134,215,867.35341
140.1751,45,867.392469
-285.45773,320,867.408085
178.34332,40,868.523569
133.12488,71,868.80847
155.28656,33,869.062691
105.819214,108,869.249471
-169.65897,614,869.290793
61.32241,101,869.316178
-27.560667,375,869.538165
158.50687,38,869.609014
-205.82234,599,869.756712
125.79465,65,869.797352
-114.70089,440,869.83607
125.42645,55,870.034913
127.65925,72,870.098841
112.68683,73,870.351664
155.87206,73,870.392064
22.495724,439,870.454105
171.80656,57,870.823159
-479.69528,766,870.90659
-155.75206,321,870.932901
171.0216,67,871.439081
78.06296,90,871.503392
-297.7615,253,871.679612
104.37211,217,871.679665
-1522.709,1442,871.815297
46.39063,207,871.939146
-39.974167,399,872.307358
-1612.5284,1599,872.376838
-1120.7083,1481,872.74948
5.390116,178,872.821482
29.301632,148,872.828512
75.347755,179,872.88266
164.16907,40,873.041491
-815.64355,1600,873.184745
88.9621,61,873.257749
134.8119,71,874.356995
132.64705,45,874.388909
88.6636,213,874.562316
140.74712,31,874.600544
137.56499,62,875.020961
60.65844,156,875.053921
-16.215574,340,875.362145
-2058.5195,1600,875.370311
-349.09506,783,875.400158
-455.53992,472,875.462159
58.75606,177,876.30334
-1399.8472,707,876.402898
-563.5477,166,876.624804
148.61734,52,876.684328
-526.46704,708,876.760502
159.48868,67,877.25856
10.414862,255,877.258619
-355.24146,56,877.656019
-86.924904,313,877.66358
33.997036,186,878.007924
-74.097534,417,878.122533
-185.72017,367,878.185103
169.66269,35,878.280572
132.32524,137,878.289232
151.40495,36,878.40271
-177.4287,697,878.579997
-30.823385,254,878.603388
174.2702,48,878.659667
92.51557,129,878.667412
162.10774,156,878.89746
147.32513,47,878.962484
180.93059,52,879.568898
165.1737,104,879.688258
122.7649,196,880.17826
138.64825,95,880.271991
-487.1585,1026,880.698557
68.86676,253,880.895766
147.66533,50,881.089958
-543.36957,213,881.329371
117.30438,68,881.422683
-23.646229,388,881.468811
120.56851,62,881.571257
-43.863056,186,881.635864
-422.9186,38,881.70786
-361.3854,59,881.777998
200.67474,25,881.825027
123.47801,128,882.461012
-818.755,1007,882.493051
-906.3606,1600,882.499459
136.5357,96,882.530319
149.70352,55,882.950402
115.34319,95,883.187437
-343.40012,1128,883.212456
-60.055122,183,883.247166
68.044365,198,883.24722
-882.5274,1154,883.302866
154.40839,35,883.48095
196.20926,62,883.816822
94.503746,177,883.913293
90.67867,90,883.992734
115.34086,55,885.541073
112.507645,124,885.59357
71.07841,162,885.647154
-418.63248,164,885.697696
158.47618,34,885.810961
170.59254,33,885.854713
177.60767,37,885.979753
-137.13014,617,886.239822
-1538.9688,1408,886.362448
173.7248,34,886.500142
125.06163,54,886.781647
-1851.487,1600,886.942299
-365.46448,25,886.970875
8.790885,174,887.141065
-345.8754,992,887.767448
129.88493,128,887.943693
121.00621,135,887.969945
141.31343,69,888.459079
-99.360275,280,888.627759
156.4791,94,888.668517
-45.68698,356,888.68556
-867.20135,678,888.854721
-61.54809,437,889.170495
-163.01662,289,889.909406
-962.04224,1600,890.897451
133.38586,51,891.310823
20.606327,248,891.385448
18.795563,292,891.508757
-123.3066,752,891.614729
-458.51547,1445,891.676579
136.26299,44,891.738629
135.05328,48,891.898388
-174.71048,339,892.06051
-469.38745,324,892.187234
163.41833,67,892.213075
-329.92645,564,892.288089
139.52744,128,892.325752
45.32095,109,892.736928
152.99664,88,892.869663
84.101006,75,892.911047
-640.7139,884,893.269548
144.83237,65,893.38405
-840.65424,1600,893.544157
115.74946,86,893.577199
200.27812,33,893.626741
-43.97214,178,893.665703
165.30624,83,893.90614
37.477253,294,893.914641
71.840935,57,893.99265
-775.0997,632,894.395751
117.36373,98,894.431631
150.77843,72,894.469604
-3.0603373,315,894.65448
-56.75885,379,894.682186
-186.28656,628,894.878131
125.61355,46,895.228396
-1229.4731,1249,895.40518
49.848793,246,895.54579
135.66818,49,895.61049
71.39905,174,896.76548
-259.53552,652,896.789737
120.868935,153,896.789783
-1200.652,1600,896.853732
-398.0991,52,896.892338
196.7098,25,896.986501
-359.9179,27,897.06378
154.29106,41,897.094268
125.06041,100,897.13578
154.2556,38,897.198598
36.393555,329,897.425484
-43.033165,270,897.502671
-340.3244,47,897.521192
-637.4768,246,897.580825
152.65443,81,897.734179
-326.84464,40,897.915522
165.61407,89,898.259785
-2200.294,1600,898.317998
-564.4612,251,898.885569
87.856,182,899.061222
183.07758,29,899.145101
46.337093,129,899.431589
30.080376,228,900.119213
-763.0645,461,900.926557
-355.72955,715,901.057291
125.70648,44,901.371521
118.327034,69,901.430449
214.26439,25,901.615115
135.24487,43,903.235987
167.08878,50,903.621951
-116.137596,741,903.973947
-53.38119,315,904.062769
-353.74152,709,904.153009
42.36556,87,904.301498
114.355705,70,904.516534
-79.11722,207,904.766109
-320.4136,42,904.842841
-916.9937,787,905.172621
178.20102,72,905.317731
188.64162,34,905.433251
-894.85175,588,905.466429
20.603323,179,905.539476
175.77666,41,905.640737
173.2079,35,905.713995
-1393.6593,1345,905.79835
193.07971,46,905.899541
-652.825,922,905.907367
-38.055626,245,905.963454
-31.226665,225,906.050372
-1535.8402,1274,906.08041
163.9762,39,906.268767
205.5677,28,906.304472
172.42653,36,906.593659
83.78449,155,906.696825
49.299694,86,906.739789
184.82542,30,906.994555
-829.3763,1600,907.129907
22.113068,190,907.154496
-1007.5345,982,907.177073
86.69699,185,907.273593
92.01233,209,907.554116
-409.30603,47,907.633375
182.47789,27,907.84871
150.9193,49,908.706729
149.71805,87,908.714812
-17.706331,323,908.739341
-716.13605,1504,908.789067
41.029686,345,909.102351
-574.01117,1046,909.186845
-99.50968,204,909.194924
137.49466,75,909.367698
-359.02377,24,909.376996
115.53182,86,909.377043
91.36132,228,909.423139
152.7637,93,909.423193
-720.893,1081,909.53127
16.197817,398,909.905999
165.54904,90,910.146367
133.15788,93,910.221116
138.909,123,910.411334
151.2305,47,910.60574
192.0522,47,910.810764
51.512344,212,911.134809
-0.7937404,312,911.264706
-226.79172,526,911.380378
-1551.4437,1477,911.443487
-156.5018,279,911.797933
102.62343,169,911.930428
-202.09773,543,911.954871
95.49773,112,911.989104
-133.81052,370,912.162759
13.615102,383,912.180275
185.13763,54,912.337471
185.77785,32,912.40117
135.73721,70,912.528508
-397.25064,59,912.620433
-1867.7561,665,912.70155
163.25656,57,912.763844
0.083189905,256,912.763896
138.01509,46,912.862602
114.26058,32,912.95069
-490.0508,1011,913.282694
7.1583285,201,913.333098
50.151142,199,914.475923
151.89665,97,914.525952
94.722946,108,914.606444
-1473.5868,540,914.695007
-377.38226,28,914.816996
84.54548,81,915.139936
-135.03757,244,915.272266
-635.09644,426,915.522463
60.03479,233,915.65457
-86.90711,431,915.682413
69.30558,58,915.708871
137.10324,126,915.778876
177.60736,36,915.999671
154.78374,63,916.021445
96.21753,52,916.088883
184.30516,34,916.353807
108.879265,73,916.353859
-189.50078,84,916.650357
143.29639,40,916.66571
160.80486,100,917.140568
